galaxy,stationary_role,request_from_lelli,expected_in_169_profile_compilation,current_effective_status,public_overlay_present,effective_public_source_family,preferred_public_source,effective_source_artifact,request_reason,requested_payload
DDO170,blind,1,1,available_nonpublic_request_required,0,,0,,profile_reported_in_169_compilation_but_no_certified_public_numeric_series,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC08286,calibration,1,1,available_nonpublic_request_required,0,,0,,profile_reported_in_169_compilation_but_no_certified_public_numeric_series,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC08490,calibration,1,1,vector_profile_candidate_recovered,1,Elson 2017 / WHISP (Butler et al. 2017 reconstruction sample),1,data/stationary/source_reconstruction/elson2017_whisp_vector_profiles_candidate_v1.csv,public_route_identified_or_candidate_but_not_yet_certified_request_private_compilation_exact_series,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC08699,calibration,1,1,available_nonpublic_request_required,0,,0,,profile_reported_in_169_compilation_but_no_certified_public_numeric_series,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC11455,calibration,1,1,available_nonpublic_request_required,0,,0,,profile_reported_in_169_compilation_but_no_certified_public_numeric_series,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC12632,calibration,1,1,vector_profile_candidate_recovered,1,Elson 2017 / WHISP (Butler et al. 2017 reconstruction sample),1,data/stationary/source_reconstruction/elson2017_whisp_vector_profiles_candidate_v1.csv,public_route_identified_or_candidate_but_not_yet_certified_request_private_compilation_exact_series,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC12732,calibration,1,1,vector_profile_candidate_recovered,1,Elson 2017 / WHISP (Butler et al. 2017 reconstruction sample),1,data/stationary/source_reconstruction/elson2017_whisp_vector_profiles_candidate_v1.csv,public_route_identified_or_candidate_but_not_yet_certified_request_private_compilation_exact_series,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
ESO116-G012,blind,0,1,raw_source_profile_ingested,1,Gentile et al. 2004,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
F574-1,blind,0,1,analytic_profile_recovered,1,Jadhav & Banerjee 2019 / de Blok LSB HI,1,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC0024,blind,0,1,raw_source_profile_ingested,1,Chemin et al. 2006 direct VLA H I / native IDL Figure 6 left,1,data/stationary/source_reconstruction/ch06_ngc0024_hi_profile_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC2403,blind,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC3521,blind,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC4138,blind,0,0,known_unavailable_in_169_compilation,0,,0,,reported_unavailable_in_169_compilation_do_not_request_as_if_present,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC5055,blind,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC6946,blind,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC7793,blind,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
CamB,calibration,0,1,analytic_profile_recovered,1,Begum Chengalur & Hopp 2003 / FIGGS,1,data/stationary/source_reconstruction/begum_chengalur_analytic_profile_parameters_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
D564-8,calibration,0,0,known_unavailable_in_169_compilation,0,,0,,reported_unavailable_in_169_compilation_do_not_request_as_if_present,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
D631-7,calibration,0,0,known_unavailable_in_169_compilation,0,,0,,reported_unavailable_in_169_compilation_do_not_request_as_if_present,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
DDO154,calibration,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
DDO168,calibration,0,1,raw_source_profile_ingested,1,Iorio et al. 2017 / LITTLE THINGS,1,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
ESO079-G014,calibration,0,1,raw_source_profile_ingested,1,Gentile et al. 2004,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
F568-3,calibration,0,1,analytic_profile_recovered,1,Jadhav & Banerjee 2019 / de Blok LSB HI,1,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
F568-V1,calibration,0,1,analytic_profile_recovered,1,Jadhav & Banerjee 2019 / de Blok LSB HI,1,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
F583-1,calibration,0,1,analytic_profile_recovered,1,Jadhav & Banerjee 2019 / de Blok LSB HI,1,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
F583-4,calibration,0,1,analytic_profile_recovered,1,Jadhav & Banerjee 2019 / de Blok LSB HI,1,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
IC2574,calibration,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
KK98-251,calibration,0,1,analytic_profile_recovered,1,Begum & Chengalur 2004/2005 / FIGGS,1,data/stationary/source_reconstruction/begum_chengalur_analytic_profile_parameters_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC0289,calibration,0,1,raw_source_profile_ingested,1,Lutz et al. 2018 HIX II / later direct ATCA measured radial H I profile,1,data/stationary/source_reconstruction/hix2018_ngc0289_hi_profile_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC0300,calibration,0,1,raw_source_profile_ingested,1,Westmeier et al. 2011 / NGC300 ATCA,1,data/stationary/source_reconstruction/westmeier2011_ngc300_gas_profile_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC2841,calibration,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC2903,calibration,0,1,raw_source_profile_ingested,1,Wang et al. 2025 / FEASTS machine-readable radial H I profiles,1,data/stationary/source_reconstruction/feasts2025_ngc2903_hi_profile_raw_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC2976,calibration,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC3198,calibration,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC5907,calibration,0,0,raw_source_profile_ingested,1,Allaert et al. 2015 HEROES II / later direct NGC5907 HI reanalysis,1,data/stationary/source_reconstruction/sa87_ngc5907_heroes2015_hi_side_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC6015,calibration,0,1,raw_source_profile_ingested,1,Verdes-Montenegro et al. 1997 / source-native A&A PGPLOT Figure 3d,1,data/stationary/source_reconstruction/vm97_ngc6015_hi_profile_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
NGC7331,calibration,0,1,raw_source_profile_ingested,1,Leroy et al. 2008 / THINGS,1,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC04483,calibration,0,1,raw_source_profile_ingested,1,Lelli et al. 2012b (Le14 upstream),1,data/stationary/source_reconstruction/lelli2012b_ugc4483_hi_profile_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC05918,calibration,0,1,raw_source_profile_ingested,1,Iorio et al. 2017 / LITTLE THINGS,1,data/stationary/source_reconstruction/iorio2017_ddo87_ddo126_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC07559,calibration,0,1,raw_source_profile_ingested,1,Iorio et al. 2017 / LITTLE THINGS,1,data/stationary/source_reconstruction/iorio2017_ddo87_ddo126_hi_profiles_v1.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC09037,calibration,0,1,raw_source_profile_ingested,1,Hallenbeck et al. 2014,1,data/stationary/source_reconstruction/ha14_vector_hi_profiles_v2.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
UGC12506,calibration,0,1,raw_source_profile_ingested,1,Hallenbeck et al. 2014,1,data/stationary/source_reconstruction/ha14_vector_hi_profiles_v2.csv,already_certified_public_profile_no_request,radius; radial HI surface density; radius units; surface-density units; helium convention; adopted distance; inclination; beam/radial sampling; original source citation
